code,district,short,parent_code,pinyin,parent_id
440983,信宜市,,440900,xinyishi,2274
440984,其它区,,440900,qitaqu,2274
441200,肇庆市,,440000,zhaoqingshi,2195
441202,端州区,,441200,duanzhouqu,2282
441203,鼎湖区,,441200,dinghuqu,2282
441223,广宁县,,441200,guangningxian,2282
441224,怀集县,,441200,huaijixian,2282
441225,封开县,,441200,fengkaixian,2282
441226,德庆县,,441200,deqingxian,2282
441283,高要市,,441200,gaoyaoshi,2282
441284,四会市,,441200,sihuishi,2282
441285,其它区,,441200,qitaqu,2282
441300,惠州市,,440000,huizhoushi,2195
441302,惠城区,,441300,huichengqu,2292
441303,惠阳区,,441300,huiyangqu,2292
